,Verb,ObjKeyword,ObjSent,Rating,SbjKeyword,SbjSent,Message,Count
0,be,soup,neutral,good,favorite course,positive,My favorite course was the soup ,1
0,is,charge,neutral,bad,coffee,positive,Tea and coffee IS available free of charge ,1
0,take,,neutral,bad,ice machines,negative,No iced tea no ice machines take it ,1
0,thank,goodness,neutral,bad,people,positive,team and ALL the people from stateroom stewards downwards mainly Indonesian and always smiling thank goodness ,1
0,allow,access,negative,bad,dining room,negative,only to the lower aft dining room allowing no access to the rest of Deck 5 very irritating ,1
0,have,potatos,neutral,bad,room,positive,dining room had potatos ,1
0,ask,large glass,positive,good,,neutral,We asked one of the wait staff if we could have a glass of iced tea in a large glass and they brought it to us with a huge smile ,1
0,write,letter,negative,bad,,neutral,I am writing this letter of complaint about the appalling food and general service on board,1
0,be,,neutral,bad,breakfast,positive,The food choices at breakfast were limited ,1
0,be,,neutral,bad,choices,positive,the choices in La Brassiere were limited ,1
0,limit,,neutral,bad,choices,positive,the choices in La Brassiere were limited ,1
0,be,,negative,bad,main meals,neutral,The main meals were overcooked and tasteless ,1
0,be,garnish,negative,bad,marco polo restaurant,neutral,Food in the Marco Polo restaurant was poorly presented with no garnish or sauces ,1
0,be,pleasant young man,positive,bad,marco polo restaurant,neutral,The Marco Polo restaurant was a very pleasant young man ,1
0,be,,neutral,bad,bar service,negative,The bar service in the other bars was extremely slow ,1
0,give,number,neutral,bad,request,positive,waiter was understanding enough and at my request gave a number of starter shrimp cocktails 3 shrimps in each ,1
0,be,food,neutral,bad,msc orchestra,negative,Worst thing about MSC Orchestra is the food ,1
0,have,reasonable meal,positive,bad,,neutral,we had a reasonable meal ,1
0,be,,neutral,good,bread,positive,good the bread is amazing ,1
0,mean,good job,positive,good,ice cream,neutral,ice cream meaning one very happy young man my 13 year old son choice in mdr good 7 courses if want good job small portions ,1
0,be,,neutral,good,help,positive,The help in the dining room were not always English proficient ,1
0,be,food,positive,good,service,neutral,the service was incredible and the food amazing ,1
0,be,vegetarian,neutral,bad,set menu,positive,the set menu was terrible for my wife who is a vegetarian ,1
0,be,star hotel,neutral,bad,time,positive,The lunch time buffet was no better than a 2 star hotel ,1
0,be,place,neutral,bad,people,negative,just not enough seats and people were literally queueing with trays of food waiting for a place to sit ,1
0,linger,ship,neutral,bad,smell,negative,The smell of stale cigarette smoke lingers around the ship from the casino and one of the bars ,1
0,slap,,neutral,bad,right,positive,the right drink slapped down ,1
0,work,,neutral,bad,tax,positive,drink plus your 15% tax the drinks package just work it ,1
0,be,ship companies,neutral,bad,room,positive,In dining room the breakfast is almost as good as in the other ship companies ,1
0,be,movies,neutral,bad,popcorn,positive,Popcorn didn't is even free for the movies ,1
0,have,knowledge,neutral,bad,dining room staff,positive,The dining room staff have no knowledge of wine packages offered ,1
0,be,errors,negative,bad,table,neutral,The service at our table was another shambles with a combination of errors ranging from the wrong meal being served to no wine waiter to no sparkling water and also being charged for items not purchased ,1
0,have,,neutral,bad,water,negative,no water having in the gym,1
0,have,space,positive,good,,neutral,They have some really nice Cabanas for rent and plenty of space on the beach ,1
0,say,waiters,positive,bad,,neutral,I do have to say that the TexMex restaurant is really good the waiters are nice and will do anything they can to serve you ,1
0,did,,neutral,good,dining restaurants,negative,not use the other dining restaurants Did ,1
0,be,small table,positive,good,balcony,neutral,The balcony is roomy enough for two chairs and a small table ,1
0,bring,ice,neutral,good,patricia,positive,Our stewards Luke and Patricia brought ice daily and an extra set of pillows as we requested ,1
0,be,,negative,bad,pasta,neutral,the pasta was very disappointing ,1
0,serve,,neutral,bad,coffee,positive,Tea and coffee was served in blue,1
0,look,,neutral,bad,cocktails,positive,to enjoying a few cocktails were looking ,1
0,be,bar,negative,bad,queues,neutral,the queues were horrendous at every bar ,1
0,be,,positive,bad,cabin,neutral,My cabin cleaner my waiters and bar waiters were very pleasant and efficient ,1
0,be,,neutral,bad,food,negative,The food in the dining room sucks and the buffet is okay ,1
0,be,,neutral,good,plenty,positive,plenty of sun beds was ,1
0,have,formal dining,positive,bad,,neutral,we had experienced formal dining ,1
0,be,things,positive,bad,,neutral,we are just thankful that we were on a table of 4 other very nice people who all enjoyed the same things and very amusing and attentive waiters ,1
0,enjoy,things,positive,bad,table,positive,a table of 4 other very nice people enjoyed the same things and very amusing and attentive waiters ,1
0,be,joke,neutral,bad,food,negative,the food was very poor and sometimes quite coldThe buffet was a joke ,1
0,be,poor quality,negative,bad,food,neutral,The food was of very poor quality and the same every day ,1
0,be,,neutral,good,desserts,positive,The soups and desserts were great ,1
0,get,excellent waiter,positive,good,,neutral,you get an excellent waiter ,1
0,be,,neutral,good,things,positive,Plenty of things to do and music is everywhere ,1
0,be,sense,positive,good,italian dishes,neutral,The Italian dishes in particular were wonderful makes sense More ,1
0,say,cough,neutral,good,short medical form,negative,a short medical form saying that we did not have any symptoms of being sick runny nose cough etc waited in a line to check in where they gave us our ship card with our table number for dinner seating ,1
0,be,friendly staff,positive,good,restaurant,neutral,restaurant is beautiful friendly staff ,1
0,front,,neutral,bad,bar,negative,the bar to front yourself ,1
0,be,people,negative,bad,food,neutral,3 The food was so awful that people ,1
0,be,,neutral,good,dining room waiter,positive,Our dining room waiter was excellent ,1
0,add,flavour,neutral,good,great variety,positive,a great variety to add to the flavour ,1
0,be,,neutral,good,dining arrangements,positive,our dining arrangements were ,1
0,be,choice,positive,good,food,neutral,food was excellent with plenty of choice ,1
0,be,personnel,neutral,bad,cruise,negative,Major hick up on our cruise was the personnel being not aware about premium drink package ,1
0,have,,neutral,bad,bartender,negative,neither the bartender had never heard about it ,1
0,be,time,negative,good,tv,neutral,The TV was a waste of time as apart from BORING CNN ,1
0,be,,positive,good,food,neutral,The food was absolutely fantastic ,1
0,be,,positive,good,wine bar,neutral,The jazz group in the wine bar was pretty good ,1
0,have,pretty stale groups,negative,good,bars,negative,the other bars had pretty stale groups ,1
0,be,good variety,positive,good,restaurants,neutral,Meals in the designated restaurants were plentiful and good variety ,1
0,be,,neutral,good,dining rooms,positive,The dining rooms were intimate in that there was banquet seating,1
0,be,red decor,positive,good,dining room,positive,Our dining room Il Palladio was especially beautiful with red decor crystal chandeliers and a cozy alcove banquet where we enjoyed generally delicious dinners ,1
0,have,delicious dinners,positive,good,,neutral,We had some very delicious dinners including an osso bucco that was the best we ever had ,1
0,include,delicious dinners,positive,good,osso bucco,positive,an osso bucco that was the best we ever had including some very delicious dinners ,1
0,be,,neutral,good,breakfast,positive,Breakfast and lunch buffets were extensive ,1
0,complete,,neutral,good,pizza,positive,Pizza gelatti and four o'clock tea time with snacks and cakes completed our ,1
0,be,,neutral,good,night,positive,Steak one night was not as good ,1
0,make,salad,neutral,good,fruit,positive,A lot of fruit fresh vegetables to make your own salad ,1
0,be,,positive,good,drinks,neutral,Drinks are pretty good and inexpensive ,1
0,be,requests,positive,good,dining room,neutral,the two cabin attendants and two table attendants in the dining room were extremely nice smiley attentive to requests ,1
0,suit,everyones tastes,neutral,good,restaurants,negative,Many bars and restaurants to suit everyones tastes ,1
0,be,,positive,good,food,neutral,Food is absolutely fantastic ,1
0,have,dinner,positive,good,,neutral,you can have breakfast lunch and dinner a buffet,1
0,think,fluids,negative,good,,neutral,I think there should have been at least one bottle of free water delivered to cabins everyday as I found myself getting very dehydrated due to lack of fluids ,1
0,be,,neutral,bad,facilities,negative,no tea making facilities were ,1
0,be,cup,neutral,bad,offered asian fusion,negative,this only offered Asian Fusion food was not our cup of tea ,1
0,be,tablesidenot risotto,neutral,bad,,negative,nothing is prepared at tablesidenot risotto ,1
0,prepare,tablesidenot risotto,neutral,bad,,negative,nothing prepared at tablesidenot risotto ,1
0,get,,neutral,bad,food,negative,almost nonexistentwaiters forgot food got what ,1
0,be,ship,negative,bad,lunch,neutral,Lunch was the same mediocre food as on the shipBlah ,1
0,serve,,neutral,bad,better meals,positive,better meals served at local hotels and clubs,1
0,find,great restaurant,positive,bad,,neutral,We found a great restaurant ,1
0,be,european cruiseline,neutral,bad,food,positive,My husband and I expected the food to be amazing considering this is a European cruiseline ,1
0,be,,neutral,bad,breakfast buffet,positive,The breakfast buffet was the best ,1
0,find,buffet,positive,good,,neutral,I found they were very formal and preferred the buffet more relaxed style of Bora bora ,1
0,be,views,positive,good,balcony,neutral,on The balcony was of ample space to enjoy some wine and the views ,1
0,be,,neutral,good,dining experience,positive,The dining experience aboard is somewhat different ,1
0,take,,neutral,good,meals,positive,separate and most meals will take an hour ,1
0,be,,positive,good,food,neutral,the food was pretty good ,1
0,be,,negative,good,food quality,neutral,the food quality is mediocre in the buffet and dining rooms,1
0,be,service,negative,bad,msc,neutral,MSC be ashamed of how poor the quality of service they provide ,1
0,range,,negative,bad,food,neutral,the food ranged between inedible and mediocre ,1
0,do,horrible job,negative,bad,dinner,neutral,Our waiter at dinner did a horrible job ,1
0,be,nightmare,neutral,good,bars,negative,Getting served at some bars was a nightmare ,1
0,stand,,neutral,good,dishes,negative,None of the dishes stand as being incredibly good ,1
0,say,negative reviews,negative,good,,neutral,I saying we usually cruise with princess cruises and were very nervous about this cruise after reading copious amounts of negative reviews online ,1
0,be,seating,positive,good,buffet area,neutral,The buffet area is nice and spacious with lots of seating ,1
0,be,,neutral,bad,poultry,positive,Meats poultry and sea food though sometimes reasonably seasoned are ,1
0,overcook,,neutral,bad,poultry,positive,Meats poultry and sea food though sometimes reasonably seasoned overcooked ,1
0,fight,board,negative,bad,poultry,positive,Meats poultry and sea food though sometimes reasonably seasoned to fight an epidemic of diarrhea on board ,1
0,be,,neutral,bad,pizza,positive,The pasta and the pizza are competent ,1
0,offer,sommelier,positive,bad,,neutral,we were offered a package of seven bottles of wine chosen by our sommelier and an equal number of mineral water bottles for the reasonable price of US99 ,1
0,choose,wine,neutral,bad,sommelier,positive,by our sommelier chosen wine ,1
0,drink,excellent wines,positive,bad,,neutral,we drank the excellent wines in argentine restaurants,1
0,taste,,neutral,bad,coffee,negative,neither like coffee nor milk tasted ,1
0,take,,neutral,bad,ship,negative,every bar on the ship takes ,1
0,recover,restaurant,positive,bad,,neutral,we recovered enough to go to the nicely appointed Maxim restaurant ,1
0,be,course meal,neutral,good,food,positive,excellent and food was a 3 course meal daily ,1
0,impress,,neutral,good,ship,positive,by quality of ship nice mirrors in the lifts impressed ,1
0,be,port schedules,neutral,bad,schedules,negative,Schedules for restaurants are not compatible with port schedules ,1
0,be,tableor,neutral,good,loads,positive,loads of choice for breakfast and lunchtook evening meals in red velvetwhere upon arrival with maitre d were given choice of sharing a tableor More ,1
0,treat,tableand,neutral,good,great service,positive,by great service and excellent foodand an attentive head waiter were treated our own tableand ,1
0,be,entertainment,neutral,good,bar service,negative,bar service was goodas was entertainment in the same ,1
0,feel,reasonable selection,positive,good,,neutral,we felt was good value as it included soft drinks water coffee icecream as well as a reasonable selection of alcoholic drinks ,1
0,include,,neutral,good,reasonable selection,positive,soft drinks water coffee icecream as well as a reasonable selection of alcoholic drinks included it ,1
0,be,,neutral,good,design,positive,the quality of service and design didn't be flawed ,1
0,flaw,,neutral,good,design,positive,the quality of service and design didn't flawed ,1
0,start,,neutral,good,lunch,positive,the buffet breakfast and lunch can start to become ,1
0,become,,negative,good,cruises,positive,all such cruises the buffet breakfast and lunch can start to become a little repetitive ,1
0,be,,neutral,bad,food,positive,Overall the food in the dining room was awful ,1
0,offer,items,neutral,bad,dinner,positive,we had breakfast and dinner offered the same items ,1
0,be,,neutral,good,food,negative,No one pushed and food was labeled very clearly ,1
0,be,,neutral,bad,staff,positive,the staff at breakfast were not so friendly ,1
0,say,end,negative,bad,,neutral,I would say an the choice was a bit limited and got very boring by the end of the week ,1
0,get,,negative,bad,choice,neutral,an the choice got very boring ,1
0,be,breakfast,neutral,good,nice bar,positive,A very nice bar is available for outside breakfast and lunch ,1
0,be,changes,positive,good,food,neutral,Food is excellent and changes ,1
0,have,breakfast,neutral,good,pool restaurant,positive,The MSC lounge and pool restaurant have average buffet style food for breakfast and lunch ,1
0,have,excellent breakfast,positive,good,ncl haven restaurant,neutral,The NCL haven restaurant has excellent breakfast ,1
0,do,,neutral,good,lunch,positive,the lunch and dinner menu does not change ,1
0,change,,neutral,good,lunch,positive,the lunch and dinner menu didn't change ,1
0,include,price,neutral,good,drinks,positive,MSC has many drinks included even cocktails smoothies and some wine included Price ,1
0,be,shut,neutral,bad,doors,positive,the doors to the dining room were shut they shut them 10 minutes ,1
0,boo,,neutral,bad,chefs,positive,the chefs and the waiters some of the waiters were booed ,1
0,be,,neutral,bad,lunch,positive,2 Lunch in the buffet was tasteless ,1
0,be,selection,positive,good,non,neutral,the non stop buffet was vast in its size and selection of fresh ,1
0,get,meal,neutral,bad,half our table,negative,only half our table getting their meal ,1
0,be,,neutral,good,cakes,positive,The pasta and the cakes were especially good ,1
0,be,,negative,good,chicken wings,neutral,the chicken wings were fried which I don't like and generally uninspired ,1
0,be,nice european flavor,positive,good,meals,positive,The meals in the dining room were always hot and tasty with a nice European flavor ,1
0,exceed,expectations,neutral,good,food,positive,The selection and quality of food available far exceeded my expectations ,1
0,be,,neutral,good,dinners,positive,Dinners were good our waiter Perdana was wonderful ,1
0,be,acceptable standard,positive,good,buffet food,neutral,Buffet food was plentiful and of more than an acceptable standard ,1
0,be,night,neutral,good,little more variety,negative,a little more variety would be perhaps to introduce a comedian as a stand alone act one night ,1
0,introduce,comedian,neutral,good,little more variety,negative,a little more variety to introduce a comedian ,1
0,have,tables,neutral,good,casino,positive,more to your tastes the Casino had a good range of tables and fruit machines ,1
0,be,mornings,positive,good,croissants,neutral,The croissants were lovely and warm each mornings ,1
0,be,lunch,neutral,good,dinner,positive,Dinner in the buffet was more limited than lunch ,1
0,be,,neutral,good,dinner,positive,Dinner in the dining room was fine ,1
0,be,favourites,neutral,good,seafood,positive,The pasta dishes and the seafood were our favourites ,1
0,be,,positive,good,waiters,neutral,Our waiters were attentive and helpful ,1
0,be,le muse,positive,good,dinner,neutral,Dinner was wonderful in the Le Muse ,1
0,have,food,positive,good,menus,neutral,the menus had a delightful range of food that changed on a daily basis ,1
0,be,fabito,positive,good,staff,neutral,All the staff were incredibly friendly especially Fabito and our waiters Zeljko and Paulo ,1
0,be,heads,neutral,bad,bands,negative,The bands in the bars are bored out of their heads ,1
0,be,ocean view,positive,good,buffet,neutral,The buffet on the 13th deck was very pleasant and nice seating with ocean view ,1
0,be,fussy eater,negative,good,,neutral,one would have to be a very fussy eater ,1
0,sing singe,complimentary birthday cake,positive,good,waiters,neutral,waiters singing with a complimentary birthday cake ,1
0,have,penny,positive,good,,neutral,We had the allegrissimo package definitely worth every penny ,1
0,have,reasonable selection,positive,good,buffet,neutral,The buffet had a reasonable selection ,1
0,amaze,,neutral,good,people,negative,to see how many people chose to dine at the buffet instead of the dining room they really missed out on the best food amazed I ,1
0,be,,neutral,good,buffet,positive,the roast of the day in the buffet was always delicious ,1
0,include,,neutral,good,wines,positive,draught beer a few wines and lots of cocktails and spirits including it ,1
0,be,good variety,neutral,good,,positive,good There was good variety of selections ,1
0,be,crust,positive,good,pizza,neutral,Their pizza was REALLY good thin crust and generous toppings ,1
0,be,,positive,good,fruit,neutral,The offerings for salad and fruit were consistently fresh ,1
0,be,,positive,good,burgers,neutral,The burgers were surprisingly good ,1
0,be,fitness,neutral,good,biggest issue,negative,My second biggest issue next to our dining room assignments was the fitness and spa area ,1
0,be,machines,positive,good,fitness center,positive,The fitness center was very well equipped with a good selection of machines and free weights ,1
0,equip,machines,positive,good,fitness center,positive,The fitness center equipped with a good selection of machines and free weights ,1
0,be,,positive,bad,pizza,neutral,The pizza was fresh and very good ,1
0,be,best thing,neutral,bad,fries,positive,Burgers and fries were the next best thing ,1
0,come,sugar crust,neutral,bad,creme brulee,positive,A creme brulee came with no sugar crust ,1
0,be,,negative,good,desserts,neutral,the desserts were n't good ,1
0,send,,neutral,good,dh,positive,an extremely fishy aroma and my DH sent them ,1
0,be,great variety,positive,good,food,neutral,The Entertainment and Food was excellent with a great variety ,1
0,serve,,neutral,bad,complimentary beverages,negative,no complimentary beverages served at dinner,1
0,be,,positive,good,food,neutral,The food was very good hot and plentiful ,1
0,be,,neutral,good,cafeteria,positive,The buffet breakfast in Gli Archi Cafeteria was a little crazy ,1
0,be,buffet,neutral,good,trays,negative,no trays is to use for buffet ,1
0,use,buffet,neutral,good,trays,negative,no trays to use for buffet ,1
0,be,,positive,good,shows,positive,Quality of shows were excellent and very refined ,1
0,accompany,,neutral,good,nice wines,positive,lovely pasta and nice wines to accompany it ,1
0,be,parts,neutral,good,ship,positive,The architecture and quality of the ship's interior is stunning and palatial in parts ,1
0,be,cocktails,positive,good,drinks package,neutral,the drinks package was well worthwhile as it covered cocktails ,1
0,be,,positive,good,food,neutral,The food in the dining room was excellent plentiful ,1
0,be,,positive,good,buffet,neutral,The Buffet was very plentiful and varied ,1
0,serve,afternoon,neutral,good,delicious pizza,positive,delicious pizza served every afternoon as well as grill items ,1
0,be,money,negative,bad,,neutral,its will be a waste of time and money ,1
0,be,common complaint,neutral,bad,salty,negative,overcooked and too salty was a common complaint ,1
0,be,pretty average,negative,bad,food,positive,Quality of the food was pretty average to poor ,1
0,be,,neutral,good,service,positive,food was delicious and the service was 2nd ,1
0,be,,positive,good,drinks package,neutral,the drinks package is well worth it ,1
0,be,,neutral,good,drinking water,negative,no drinking water is provided free ,1
0,be,dining room,positive,bad,nearest elevator,neutral,The nearest elevator was perfect for getting to and from the dining room and various lounges ,1
0,be,,neutral,bad,meals,positive,Our meals were more than edible ,1
0,be,,negative,bad,presentation,neutral,The presentation of meals is very poor ,1
0,be,,neutral,bad,good pasta,positive,good Pasta is very nice ,1
0,be,cruise,neutral,bad,grand buffet,positive,The grand buffet was the poorest we have seen on a cruise ,1
0,be,,neutral,bad,hot dishes,negative,no hot dishes were on the grand buffet,1
0,be,,negative,bad,service,neutral,The service in the dining room was poor ,1
0,have,excellent waiter,positive,good,,neutral,We had an excellent waiter in the dining room,1
0,be,,neutral,good,quality,positive,Wide selection of food at daily buffets and quality was better than average ,1
0,be,uncomfortable dining,negative,good,main dining room,positive,Main dining room was very hot with inadequate air conditioning which made for uncomfortable dining ,1
0,be,,neutral,bad,buffet lunch,positive,Buffet lunch was ridiculous ,1
0,be,disappointing service,negative,bad,menu,positive,Quality of food and menu was better but overall disappointing service ,1
0,have,shopping,positive,good,ports,neutral,Ports 10 Philipsburg has great beach and food as well as shopping ,1
0,be,food,positive,bad,,neutral,it was easy getting on ship First off let me say its a beautiful ship The food in the buffet ,1
0,say,food,positive,bad,,neutral,me say its a beautiful ship The food in the buffet when we got on was yummy to say the lease ,1
0,say,,neutral,bad,waiter,negative,The waiter and Bus boy must of just got on board Terrible service would be saying something nice ,1
0,be,pizza the pizza,neutral,bad,,positive,really good was the PIZZA The Pizza ,1
0,have,,neutral,good,lunch,positive,a la carte breakfast and lunch had ,1
0,be,,negative,good,fish,positive,The pastas were the best and overall the fish was the worst ,1
0,be,cheese,neutral,good,favorite meal,positive,My favorite meal was a four cheese risotto ,1
0,include,private area,neutral,good,lounge,positive,a lounge and pool deck preferred embarkation and disembarkation private dining and more including free well drinks butler service private area ,1
0,be,,neutral,good,snacks,positive,Snacks small but very good are offered ,1
0,offer,,neutral,good,snacks,positive,Snacks small but very good are offered ,1
0,be,lounge,neutral,good,beefeater,positive,Well drinks Beefeater Absolut Jim Beam a good selection of beers and serviceable Italian red and white wine are free and unlimited in the lounge on the pool deck and in the yacht club's private restaurant l'olvio,1
0,be,,neutral,good,fries,positive,a variety of foods on the buffet hotdogs hamburgers and fries on the American bar pizza was on the pizza bar,1
0,eat,dinner,positive,good,,neutral,we ate every dinner most lunches and most breakfasts in the dining room ,1
0,be,,neutral,good,staff,positive,The staff and our waiter in particular were wonderful ,1
0,order,night,neutral,good,,positive,Warm friendly attentiveWe ordered tea the first night ,1
0,be,table,positive,good,cabins,neutral,Our cabins were spacious and clean with a lovely balcony with table and chairs ,1
0,assist,,neutral,good,cocktails,positive,unlimited ice cream vitamin drinks cocktails etc the service was good even when very busy the staff to assist us ,1
0,be,coffee,positive,good,deserts,neutral,Deserts were plentiful as well as fresh fruit tea and coffee ,1
0,be,staff,neutral,good,brasserie breakfasts,positive,Brasserie breakfasts were a little bit of a zoo not fault of staff or More ,1
0,be,teas,positive,good,coffee,neutral,Coffee and tea stations were always well stocked with a good selection of teas and complimentary water ,1
0,be,night,neutral,good,dinner choices,positive,Dinner choices were fabulous every night ,1
0,be,,neutral,good,water,positive,breakfast juices and water coffees and teas are inclusive ,1
0,be,,neutral,good,colors,positive,modern and very luxurious the colors of the lounges and bars are perfectly chosen the reception area is spatious ,1
0,be,nice variety,positive,good,food,neutral,The food in the main dining was very good nice variety ,1
0,be,,negative,bad,buffet,neutral,the Buffet was very poor ,1
0,be,joke,negative,bad,afternoon tea,neutral,Afternoon Tea was a joke and not worth the bother ,1
0,be,drink coupons,neutral,good,real bargain,positive,A real bargain was buying the drink coupons ,1
0,buy,drink,neutral,good,real bargain,positive,A real bargain was buying the drink ,1
0,furnish,chairs,positive,good,bars,negative,The bars and lounges furnished good solid comfortable chairs ,1
0,involve,deck,neutral,bad,bars,negative,a walk along the outside deck or navigating through the maze of bars and restaurants on deck 6 involves still on deck 15 so it ,1
0,be,,negative,bad,food,neutral,The food in the Top Sail lounge was uninspired and boring ,1
0,manage,pleasure,positive,good,,neutral,we managed to find somewhere to sit in the buffet restaurantThe evening meal was a pleasure with far too many courses and excellent service ,1
0,find,pleasure,positive,good,,neutral,we managed to find somewhere to sit in the buffet restaurantThe evening meal was a pleasure with far too many courses and excellent service ,1
0,be,,neutral,bad,bars,negative,The bars were overcrowded ,1
0,overcrowd,,neutral,bad,bars,negative,The bars were overcrowded ,1
0,be,,neutral,bad,bars,negative,The bars were understaffed ,1
0,be,poor quality,negative,bad,food,neutral,Food in the buffet area was of poor quality ,1
0,be,,neutral,bad,restaurants,negative,hardly find a seatThe restaurants in the evening were ,1
0,be,,neutral,good,breakfast buffet,positive,Breakfast buffet is good ,1
0,avoid,eye contact,neutral,bad,bar staff,negative,bar staff avoided eye contact ,1
0,be,queueing,neutral,bad,breakfast,positive,Breakfast the next day was more queueing ,1
0,be,,neutral,bad,bar,negative,The bar was better staffed ,1
0,be,,negative,bad,food,neutral,the standard of the food was poor ,1
0,be,,negative,bad,place,neutral,food a few hours of the day and during those brief times the place was badly overcrowded ,1
0,include,buffet,neutral,bad,drinks,negative,No drinks were included with the buffet ,1
0,be,crew members,neutral,bad,infuriating aspects,positive,One of the most infuriating aspects of the buffet was how the crew members would come ,1
0,ask,service,positive,bad,,neutral,she asked if we could write excellent food and excellent service in the dining room ,1
0,be,disaster,neutral,bad,night,positive,At dinner on the first night was a disaster ,1
0,be,hot dogs,neutral,bad,cookout,positive,a cookout on the lido deck was with hot dogs hamburgers etc the next day ,1
0,serve,pastas,positive,good,poor salad selection,negative,a poor salad selection served excellent pizzas and pastas ,1
0,look,,neutral,bad,resturant,positive,The resturant meals looked in their presentation,1
0,be,,neutral,bad,cuisine,positive,what 'cruising cuisine' is generally accepted ,1
0,make,,neutral,bad,cruise,negative,my first cruise and its poor quality has certainly made it ,1
0,be,extra cost,positive,good,sample,neutral,sample their Gelato was AMAZING and worth the extra cost ,1
0,be,big ship,neutral,bad,food,negative,NO food was on the whole big ship for 2 hrs ,1
0,ask,drink,neutral,good,charming waitress,positive,a charming waitress asking if we would like a drink ,1
0,order,drink,neutral,good,bar,negative,the bar ordered our first drink ,1
0,have,selections,positive,good,,neutral,We had a wonderful buffet lunch waiting and the selections were great ,1
0,be,cold soups,positive,good,dinner,neutral,The dinner selections were wonderful and the cold soups were excellent ,1
0,be,lobster,neutral,good,,negative,disappointing was the Lobster ,1
0,look,,neutral,good,desert,negative,a desert looked wonderful ,1
0,be,,neutral,good,cabin service,positive,Lots of beautiful brass and the cabin service was excellent ,1
0,be,belief,negative,bad,food,neutral,the food was horrible beyond belief ,1
0,be,poor quality,negative,bad,piece,neutral,Every piece of meat was tough fish was of poor quality ,1
0,have,excellent waiter,positive,bad,,neutral,we had an excellent waiter in the dining room,1
0,be,home,neutral,good,breakfast buffet,positive,The breakfast buffet was excellent lots to choose from more than we have to choose from back home ,1
0,be,,negative,bad,merchandise,neutral,the choice of the merchandise is poor ,1
0,be,cruise ship,negative,bad,food,neutral,The food was the worst I had encountered on any cruise ship ,1
0,be,food,positive,bad,thing,neutral,The only thing was our delightful table companions who always seemed to make us laugh usually about the food ,1
0,be,person,neutral,good,cheeses,positive,A very extensive selection of cheeses breads and freshly sliced deli meats there is a person ,1
0,has,,neutral,good,beer money,positive,beer money and champagne tastes that why ,1
0,be,course,positive,good,entertainment,neutral,Entertainment was superb of course they do it better on XXXXX Cruises ,1
0,think,elegant tea,positive,good,,neutral,you think that we viewed the cruise with rose coloured glasses don't get excited about afternoon tea you have to dunk teabags and the curled sandwiches were British Rail circa 1950 although we were told by someone that the Elegant Tea was really good and in a different class in case,1
0,be,dinner,positive,bad,service,neutral,Service was very good and efficient at dinner ,1
0,be,basic buffet,positive,bad,lunch,neutral,Lunch was a very basic buffet ,1
0,appear,,neutral,bad,night,positive,The promised famous Italian chocolate which was to be placed on our pillows every night appeared ,1
0,be,pure luxury,neutral,good,breakfast,positive,Breakfast in the main dining room was pure luxury ,1
0,be,gourmet,positive,good,dinner,neutral,Dinner is a gourmet's delight ,1
0,make,ship,neutral,good,pastries,positive,All of their breads desserts pastas and pastries are made onboard the ship ,1
0,be,jobs,positive,bad,servers,positive,the dining room waiters and some of the servers in the lounges were pleasant and put their hearts and skills into their jobs ,1
0,put,skills,neutral,bad,crew members,positive,Some of the crew members the cabin crew the dining room waiters and some of the servers in the lounges put their hearts and skills ,1
0,be,,neutral,bad,entertainment,positive,meals and entertainment were duplicated ,1
0,be,daily stampede,neutral,bad,breakfast,negative,passengers rude and uneducated going to the buffet for breakfast or lunch was like going to a daily stampede ,1
0,order,salad,positive,good,,neutral,You order an appetizer soup salad pasta and an entree plus they bring different breads around throughout the meal ,1
0,be,non existent,neutral,bad,bar service,negative,Bar service was non existent ,1
0,que,drinks,neutral,bad,bar service,negative,Bar service had to que for drinks ,1
0,be,disgusting,neutral,bad,restaurant,positive,Breakfast in the restaurant was disgusting ,1
0,wait,ages,neutral,bad,restaurant,positive,Breakfast in the restaurant waited ages ,1
0,look,,neutral,bad,disgusting,negative, tasted disgusting looked ,1
0,be,simple,neutral,good,seat,positive,a seat in the buffet was simple either just walk to the back of the buffet which had a beautiful view or be prepared to seat beside someone ,1
0,get,,neutral,good,music,positive,the quality of the music itself gets distorted ,1
0,dissappointed,food,positive,good,,neutral,we were dissappointed with the cleanliness food and the 'WOW' factor ,1
0,be,,negative,good,food,neutral,the reviews on the food are so bad ,1
0,call,neapolitan,neutral,good,midnight buffets,positive,The midnight buffets called Le Magnifique and Neapolitan ,1
0,be,,neutral,good,neapolitan,positive,The midnight buffets called Le Magnifique and Neapolitan be ,1
0,hope,seafood,positive,bad,,neutral,you hope to enjoy the abundance of seafood ,1
0,be,,neutral,bad,restaurants,negative,Air conditioning in the bars and restaurants was abysmal ,1
0,be,food,negative,bad,,neutral,I was very disappointed with the food ,1
0,brace,,neutral,bad,food,positive,you like cruising because of the amount of food that is always available brace yourself on this cruise,1
0,be,,neutral,bad,food,negative,no food is to be found anywhere ,1
0,be,,neutral,bad,lobster,negative,the gnocchi were tasteless and cold and the lobster was very chewy ,1
0,think,quality,positive,bad,,neutral,I think that's an indication of the quality of the other food services available ,1
0,has,quality,positive,bad,,neutral,that has an indication of the quality of the other food services available ,1
0,reflect,food,neutral,good,mediterranean cuisine,positive,a Mediterranean cuisine reflecting The food in the buffet dining area ,1
0,include,person,neutral,good,ice cream,positive,soft drinks and ice cream as well as alcoholic drinks included a drinks package for 23 euro per person ,1
